DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TAVG,TMAX_7d_AVG,TMIN_7d_AVG,PRCP_7d_SUM,SNOW_7d_SUM,FREEZE_DAYS_7d,TMAX_14d_AVG,TMIN_14d_AVG,PRCP_14d_SUM,SNOW_14d_SUM,FREEZE_DAYS_14d,TMAX_30d_AVG,TMIN_30d_AVG,PRCP_30d_SUM,SNOW_30d_SUM,FREEZE_DAYS_30d,CUM_SNOW,CUM_PRCP,DAYS_BELOW_FREEZING,YEAR,MONTH,DAY,DOY,SEASON,WINTER_DAY,ONI,SKI_SEASON,SEASONAL_ONI
2014-01-01,0.0,0.0,1.4,51.166666666666664,18.5,,51.166666666666664,18.5,0.0,0.0,1.0,51.166666666666664,18.5,0.0,0.0,1.0,51.166666666666664,18.5,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,2014.0,1.0,1.0,1.0,2013-2014,62.0,-0.4,2013-2014,-0.1
2014-01-02,0.0,0.0,1.4,50.0,18.166666666666668,,50.583333333333336,18.333333333333332,0.0,0.0,2.0,50.583333333333336,18.333333333333332,0.0,0.0,2.0,50.583333333333336,18.333333333333332,0.0,0.0,2.0,0.0,0.0,1.7142857142857142,2014.0,1.0,2.0,2.0,2013-2014,63.0,-0.4,2013-2014,-0.1
2014-01-03,0.0,0.0,1.4,51.0,19.666666666666668,,50.72222222222222,18.77777777777778,0.0,0.0,3.0,50.72222222222222,18.77777777777778,0.0,0.0,3.0,50.72222222222222,18.77777777777778,0.0,0.0,3.0,0.0,0.0,2.5714285714285716,2014.0,1.0,3.0,3.0,2013-2014,64.0,-0.4,2013-2014,-0.1
2014-01-04,0.0,0.0,1.4,48.833333333333336,19.666666666666668,,50.25,19.0,0.0,0.0,4.0,50.25,19.0,0.0,0.0,4.0,50.25,19.0,0.0,0.0,4.0,0.0,0.0,3.4285714285714284,2014.0,1.0,4.0,4.0,2013-2014,65.0,-0.4,2013-2014,-0.1
2014-01-05,0.0,0.0,1.4,44.166666666666664,14.666666666666666,,49.03333333333333,18.133333333333333,0.0,0.0,5.0,49.03333333333333,18.133333333333333,0.0,0.0,5.0,49.03333333333333,18.133333333333333,0.0,0.0,5.0,0.0,0.0,4.285714285714286,2014.0,1.0,5.0,5.0,2013-2014,66.0,-0.4,2013-2014,-0.1
2014-01-06,0.0,0.0,1.2,44.833333333333336,14.333333333333334,,48.333333333333336,17.5,0.0,0.0,6.0,48.333333333333336,17.5,0.0,0.0,6.0,48.333333333333336,17.5,0.0,0.0,6.0,0.0,0.0,5.142857142857143,2014.0,1.0,6.0,6.0,2013-2014,67.0,-0.4,2013-2014,-0.1
2014-01-07,0.0,0.0,1.0,42.833333333333336,18.166666666666668,,47.547619047619044,17.595238095238095,0.0,0.0,7.0,47.547619047619044,17.595238095238095,0.0,0.0,7.0,47.547619047619044,17.595238095238095,0.0,0.0,7.0,0.0,0.0,6.0,2014.0,1.0,7.0,7.0,2013-2014,68.0,-0.4,2013-2014,-0.1
2014-01-08,0.0,0.0,1.0,47.5,21.833333333333332,,47.023809523809526,18.071428571428573,0.0,0.0,7.0,47.541666666666664,18.125,0.0,0.0,8.0,47.541666666666664,18.125,0.0,0.0,8.0,0.0,0.0,6.857142857142857,2014.0,1.0,8.0,8.0,2013-2014,69.0,-0.4,2013-2014,-0.1
2014-01-09,0.0,0.0,0.8,46.0,22.166666666666668,,46.452380952380956,18.642857142857142,0.0,0.0,7.0,47.370370370370374,18.574074074074073,0.0,0.0,9.0,47.370370370370374,18.574074074074073,0.0,0.0,9.0,0.0,0.0,7.714285714285714,2014.0,1.0,9.0,9.0,2013-2014,70.0,-0.4,2013-2014,-0.1
2014-01-10,0.0,0.0,0.8,46.166666666666664,24.333333333333332,,45.76190476190476,19.30952380952381,0.0,0.0,7.0,47.25,19.150000000000002,0.0,0.0,10.0,47.25,19.150000000000002,0.0,0.0,10.0,0.0,0.0,8.571428571428571,2014.0,1.0,10.0,10.0,2013-2014,71.0,-0.4,2013-2014,-0.1
2014-01-11,0.045000000000000005,0.0,0.8,47.333333333333336,24.0,,45.547619047619044,19.928571428571427,0.045000000000000005,0.0,7.0,47.25757575757576,19.59090909090909,0.045000000000000005,0.0,11.0,47.25757575757576,19.59090909090909,0.045000000000000005,0.0,11.0,0.0,0.038571428571428576,9.428571428571429,2014.0,1.0,11.0,11.0,2013-2014,72.0,-0.4,2013-2014,-0.1
2014-01-12,0.20833333333333334,0.06,1.0,42.166666666666664,19.166666666666668,,45.26190476190476,20.571428571428573,0.25333333333333335,0.06,7.0,46.833333333333336,19.555555555555557,0.25333333333333335,0.06,12.0,46.833333333333336,19.555555555555557,0.25333333333333335,0.06,12.0,0.04285714285714286,0.21714285714285714,10.285714285714286,2014.0,1.0,12.0,12.0,2013-2014,73.0,-0.4,2013-2014,-0.1
2014-01-13,0.0,0.0,1.0,43.0,17.5,,45.0,21.023809523809522,0.25333333333333335,0.06,7.0,46.53846153846154,19.397435897435898,0.25333333333333335,0.06,13.0,46.53846153846154,19.397435897435898,0.25333333333333335,0.06,13.0,0.04285714285714286,0.21714285714285714,11.142857142857142,2014.0,1.0,13.0,13.0,2013-2014,74.0,-0.4,2013-2014,-0.1
2014-01-14,0.0,0.0,1.0,48.5,16.333333333333332,,45.8095238095238,20.761904761904763,0.25333333333333335,0.06,7.0,46.67857142857142,19.178571428571427,0.25333333333333335,0.06,14.0,46.67857142857142,19.178571428571427,0.25333333333333335,0.06,14.0,0.04285714285714286,0.21714285714285714,12.0,2014.0,1.0,14.0,14.0,2013-2014,75.0,-0.4,2013-2014,-0.1
2014-01-15,0.0,0.0,1.0,51.166666666666664,18.833333333333332,,46.333333333333336,20.333333333333332,0.25333333333333335,0.06,7.0,46.67857142857142,19.202380952380953,0.25333333333333335,0.06,14.0,46.97777777777778,19.155555555555555,0.25333333333333335,0.06,15.0,0.04285714285714286,0.21714285714285714,12.857142857142858,2014.0,1.0,15.0,15.0,2013-2014,76.0,-0.4,2013-2014,-0.1
2014-01-16,0.0,0.0,1.0,52.833333333333336,16.333333333333332,,47.3095238095238,19.5,0.25333333333333335,0.06,7.0,46.88095238095238,19.071428571428573,0.25333333333333335,0.06,14.0,47.34375,18.979166666666668,0.25333333333333335,0.06,16.0,0.04285714285714286,0.21714285714285714,13.714285714285714,2014.0,1.0,16.0,16.0,2013-2014,77.0,-0.4,2013-2014,-0.1
2014-01-17,0.0,0.0,0.8,52.0,16.166666666666668,,48.142857142857146,18.333333333333332,0.25333333333333335,0.06,7.0,46.952380952380956,18.821428571428573,0.25333333333333335,0.06,14.0,47.61764705882353,18.813725490196077,0.25333333333333335,0.06,17.0,0.04285714285714286,0.21714285714285714,14.571428571428571,2014.0,1.0,17.0,17.0,2013-2014,78.0,-0.4,2013-2014,-0.1
2014-01-18,0.0,0.0,0.8,50.833333333333336,18.166666666666668,,48.64285714285714,17.5,0.20833333333333334,0.06,7.0,47.095238095238095,18.714285714285715,0.25333333333333335,0.06,14.0,47.7962962962963,18.77777777777778,0.25333333333333335,0.06,18.0,0.04285714285714286,0.21714285714285714,15.428571428571429,2014.0,1.0,18.0,18.0,2013-2014,79.0,-0.4,2013-2014,-0.1
2014-01-19,0.0,0.0,0.6,51.0,17.833333333333332,,49.904761904761905,17.30952380952381,0.0,0.0,7.0,47.583333333333336,18.94047619047619,0.25333333333333335,0.06,14.0,47.96491228070175,18.7280701754386,0.25333333333333335,0.06,19.0,0.04285714285714286,0.21714285714285714,16.285714285714285,2014.0,1.0,19.0,19.0,2013-2014,80.0,-0.4,2013-2014,-0.1
2014-01-20,0.0,0.0,0.6,50.166666666666664,15.833333333333334,,50.92857142857142,17.071428571428573,0.0,0.0,7.0,47.964285714285715,19.047619047619047,0.25333333333333335,0.06,14.0,48.074999999999996,18.583333333333332,0.25333333333333335,0.06,20.0,0.04285714285714286,0.21714285714285714,17.142857142857142,2014.0,1.0,20.0,20.0,2013-2014,81.0,-0.4,2013-2014,-0.1
2014-01-21,0.0,0.0,0.6,51.333333333333336,15.666666666666666,,51.333333333333336,16.976190476190478,0.0,0.0,7.0,48.57142857142858,18.86904761904762,0.25333333333333335,0.06,14.0,48.230158730158735,18.444444444444446,0.25333333333333335,0.06,21.0,0.04285714285714286,0.21714285714285714,18.0,2014.0,1.0,21.0,21.0,2013-2014,82.0,-0.4,2013-2014,-0.1
2014-01-22,0.0,0.0,0.6,50.333333333333336,15.666666666666666,,51.214285714285715,16.523809523809522,0.0,0.0,7.0,48.773809523809526,18.428571428571427,0.25333333333333335,0.06,14.0,48.32575757575757,18.318181818181817,0.25333333333333335,0.06,22.0,0.04285714285714286,0.21714285714285714,18.857142857142858,2014.0,1.0,22.0,22.0,2013-2014,83.0,-0.4,2013-2014,-0.1
2014-01-23,0.0,0.0,0.6,47.666666666666664,16.166666666666668,,50.47619047619048,16.5,0.0,0.0,7.0,48.89285714285714,18.0,0.25333333333333335,0.06,14.0,48.29710144927537,18.224637681159418,0.25333333333333335,0.06,23.0,0.04285714285714286,0.21714285714285714,19.714285714285715,2014.0,1.0,23.0,23.0,2013-2014,84.0,-0.4,2013-2014,-0.1
2014-01-24,0.0,0.0,0.4,42.5,17.5,,49.11904761904762,16.69047619047619,0.0,0.0,7.0,48.63095238095238,17.511904761904763,0.25333333333333335,0.06,14.0,48.055555555555564,18.194444444444443,0.25333333333333335,0.06,24.0,0.04285714285714286,0.21714285714285714,20.571428571428573,2014.0,1.0,24.0,24.0,2013-2014,85.0,-0.4,2013-2014,-0.1
2014-01-25,0.0,0.0,0.4,46.5,18.5,,48.5,16.738095238095237,0.0,0.0,7.0,48.57142857142858,17.11904761904762,0.20833333333333334,0.06,14.0,47.99333333333333,18.206666666666667,0.25333333333333335,0.06,25.0,0.04285714285714286,0.21714285714285714,21.428571428571427,2014.0,1.0,25.0,25.0,2013-2014,86.0,-0.4,2013-2014,-0.1
2014-01-26,0.0,0.0,0.2,48.833333333333336,18.0,,48.19047619047618,16.761904761904763,0.0,0.0,7.0,49.047619047619044,17.03571428571429,0.0,0.0,14.0,48.02564102564102,18.19871794871795,0.25333333333333335,0.06,26.0,0.04285714285714286,0.21714285714285714,22.285714285714285,2014.0,1.0,26.0,26.0,2013-2014,87.0,-0.4,2013-2014,-0.1
2014-01-27,0.0,0.0,0.2,50.166666666666664,18.5,,48.1904761904762,17.142857142857142,0.0,0.0,7.0,49.5595238095238,17.107142857142858,0.0,0.0,14.0,48.10493827160494,18.209876543209877,0.25333333333333335,0.06,27.0,0.04285714285714286,0.21714285714285714,23.142857142857142,2014.0,1.0,27.0,27.0,2013-2014,88.0,-0.4,2013-2014,-0.1
2014-01-28,0.0,0.0,0.0,48.5,22.833333333333332,,47.785714285714285,18.166666666666668,0.0,0.0,6.666666666666667,49.55952380952382,17.571428571428573,0.0,0.0,13.666666666666666,48.11904761904762,18.375,0.25333333333333335,0.06,27.666666666666668,0.04285714285714286,0.21714285714285714,23.714285714285715,2014.0,1.0,28.0,28.0,2013-2014,89.0,-0.4,2013-2014,-0.1
2014-01-29,0.145,0.0,0.0,52.833333333333336,33.166666666666664,,48.14285714285714,20.666666666666668,0.145,0.0,6.0,49.67857142857142,18.595238095238095,0.145,0.0,13.0,48.2816091954023,18.88505747126437,0.3983333333333334,0.06,28.0,0.04285714285714286,0.34142857142857147,24.0,2014.0,1.0,29.0,29.0,2013-2014,90.0,-0.4,2013-2014,-0.1
2014-01-30,1.4366666666666668,6.82,7.0,46.666666666666664,26.666666666666668,,48.0,22.166666666666668,1.5816666666666668,6.82,6.0,49.23809523809524,19.333333333333332,1.5816666666666668,6.82,13.0,48.22777777777778,19.144444444444446,1.8350000000000002,6.88,29.0,4.914285714285714,1.5728571428571432,24.857142857142858,2014.0,1.0,30.0,30.0,2013-2014,91.0,-0.4,2013-2014,-0.1
2014-01-31,0.12666666666666668,1.56,7.6,33.833333333333336,18.5,,46.76190476190476,22.30952380952381,1.7083333333333333,8.379999999999999,6.0,47.94047619047618,19.5,1.7083333333333333,8.379999999999999,13.0,47.65,19.144444444444446,1.9616666666666667,8.440000000000001,29.0,6.028571428571429,1.6814285714285717,25.714285714285715,2014.0,1.0,31.0,31.0,2013-2014,92.0,-0.4,2013-2014,-0.1
2014-02-01,0.0,0.0,6.6,33.333333333333336,7.333333333333333,,44.88095238095238,20.71428571428571,1.7083333333333333,8.379999999999999,6.0,46.6904761904762,18.726190476190478,1.7083333333333333,8.379999999999999,13.0,47.09444444444444,18.783333333333335,1.9616666666666667,8.440000000000001,29.0,6.028571428571429,1.6814285714285717,26.571428571428573,2014.0,2.0,1.0,32.0,2013-2014,93.0,-0.5,2013-2014,-0.1
2014-02-02,0.01,0.0,5.8,31.333333333333332,9.666666666666666,,42.38095238095238,19.523809523809522,1.7183333333333335,8.379999999999999,6.0,45.285714285714285,18.142857142857142,1.7183333333333335,8.379999999999999,13.0,46.43888888888889,18.45,1.9716666666666667,8.440000000000001,29.0,6.028571428571429,1.69,27.428571428571427,2014.0,2.0,2.0,33.0,2013-2014,94.0,-0.5,2013-2014,-0.1
2014-02-03,0.10833333333333334,1.4,6.6,29.666666666666668,13.5,,39.452380952380956,18.80952380952381,1.8266666666666669,9.78,6.0,43.82142857142858,17.976190476190478,1.8266666666666669,9.78,13.0,45.800000000000004,18.244444444444444,2.08,9.84,29.0,7.028571428571429,1.782857142857143,28.285714285714285,2014.0,2.0,3.0,34.0,2013-2014,95.0,-0.5,2013-2014,-0.1
2014-02-04,0.0,0.0,5.8,33.0,8.5,,37.23809523809524,16.761904761904763,1.8266666666666669,9.78,6.333333333333333,42.511904761904766,17.46428571428571,1.8266666666666669,9.78,13.0,45.42777777777778,18.038888888888888,2.08,9.84,29.0,7.028571428571429,1.782857142857143,29.142857142857142,2014.0,2.0,4.0,35.0,2013-2014,96.0,-0.5,2013-2014,-0.1
2014-02-05,0.0,0.0,5.4,35.166666666666664,9.0,,34.714285714285715,13.30952380952381,1.6816666666666666,9.78,7.0,41.42857142857142,16.988095238095237,1.8266666666666669,9.78,13.0,45.105555555555554,17.86111111111111,2.08,9.84,29.0,7.028571428571429,1.782857142857143,30.0,2014.0,2.0,5.0,36.0,2013-2014,97.0,-0.5,2013-2014,-0.1
2014-02-06,0.06666666666666667,1.04,5.8,38.333333333333336,13.833333333333334,,33.523809523809526,11.476190476190476,0.3116666666666667,4.0,7.0,40.76190476190476,16.821428571428573,1.8933333333333333,10.819999999999999,13.0,44.955555555555556,17.716666666666665,2.146666666666667,10.879999999999999,29.0,7.771428571428571,1.84,30.857142857142858,2014.0,2.0,6.0,37.0,2013-2014,98.0,-0.5,2013-2014,-0.1
2014-02-07,0.03166666666666667,0.27999999999999997,5.4,37.5,25.333333333333332,,34.047619047619044,12.45238095238095,0.21666666666666667,2.72,7.0,40.404761904761905,17.38095238095238,1.925,11.1,13.0,44.62222222222223,17.833333333333332,2.1783333333333332,11.16,29.0,7.971428571428571,1.8671428571428572,31.714285714285715,2014.0,2.0,7.0,38.0,2013-2014,99.0,-0.5,2013-2014,-0.1
2014-02-08,0.5983333333333334,0.8,5.2,37.666666666666664,29.5,,34.666666666666664,15.619047619047619,0.8150000000000001,3.5200000000000005,6.833333333333333,39.773809523809526,18.166666666666668,2.5233333333333334,11.9,12.833333333333334,44.34444444444444,18.07777777777778,2.776666666666667,11.959999999999999,28.833333333333332,8.542857142857143,2.38,32.42857142857143,2014.0,2.0,8.0,39.0,2013-2014,100.0,-0.5,2013-2014,-0.1
2014-02-09,3.2383333333333333,2.6,6.4,38.166666666666664,32.166666666666664,,35.642857142857146,18.833333333333332,4.043333333333334,6.12,6.5,39.01190476190476,19.178571428571427,5.761666666666667,14.5,12.5,44.077777777777776,18.33888888888889,6.015000000000001,14.559999999999999,28.5,10.400000000000002,5.155714285714287,33.0,2014.0,2.0,9.0,40.0,2013-2014,101.0,-0.5,2013-2014,-0.1
2014-02-10,1.0583333333333333,0.42000000000000004,5.4,42.166666666666664,30.0,,37.42857142857143,21.19047619047619,4.993333333333333,5.140000000000001,6.5,38.44047619047619,20.0,6.82,14.919999999999998,12.5,43.90555555555556,18.538888888888888,7.028333333333333,14.98,28.5,10.700000000000001,6.062857142857143,33.857142857142854,2014.0,2.0,10.0,41.0,2013-2014,102.0,-0.5,2013-2014,-0.1
2014-02-11,0.0,0.0,4.4,45.0,24.333333333333332,,39.142857142857146,23.452380952380953,4.993333333333333,5.140000000000001,6.5,38.19047619047619,20.107142857142858,6.82,14.919999999999998,12.833333333333334,44.0,18.711111111111112,6.82,14.919999999999998,28.5,10.700000000000001,6.062857142857143,34.714285714285715,2014.0,2.0,11.0,42.0,2013-2014,103.0,-0.5,2013-2014,-0.1
2014-02-12,0.0,0.0,3.2,51.0,28.333333333333332,,41.404761904761905,26.21428571428571,4.993333333333333,5.140000000000001,6.166666666666667,38.05952380952381,19.761904761904763,6.675000000000001,14.919999999999998,13.166666666666666,44.26666666666667,19.072222222222223,6.82,14.919999999999998,28.166666666666668,10.700000000000001,6.062857142857143,35.285714285714285,2014.0,2.0,12.0,43.0,2013-2014,104.0,-0.5,2013-2014,-0.1
2014-02-13,0.0016666666666666668,0.0,2.4,53.0,32.333333333333336,,43.5,28.857142857142858,4.928333333333334,4.1000000000000005,5.833333333333333,38.511904761904766,20.166666666666668,5.24,8.1,12.833333333333334,44.416666666666664,19.605555555555554,6.821666666666666,14.919999999999998,27.833333333333332,10.700000000000001,6.064285714285715,35.857142857142854,2014.0,2.0,13.0,44.0,2013-2014,105.0,-0.5,2013-2014,-0.1
2014-02-14,0.013333333333333334,0.0,1.6,52.0,36.666666666666664,,45.57142857142858,30.476190476190478,4.91,3.8200000000000003,5.0,39.80952380952381,21.46428571428571,5.126666666666667,6.540000000000001,12.0,44.44444444444445,20.2,6.835,14.919999999999998,27.0,10.700000000000001,6.075714285714286,36.0,2014.0,2.0,14.0,45.0,2013-2014,106.0,-0.5,2013-2014,-0.1
